Player,School,Conf,G,Att_R,Yds_R,Avg_R,TD_R,Rec,Yds,Avg,TD,Plays_S,Yds_S,Avg_S,TD_S,Year
R.J. Harvey,UCF,American,13,118,796,6.7,5,22,215,9.8,0,140,1011,7.2,5,2022
Dae Dae Hunter,Liberty,Ind,9,130,854,6.6,8,18,149,8.3,1,148,1003,6.8,9,2022
Treshaun Ward,Florida State,ACC,10,95,628,6.6,7,6,19,3.2,0,101,647,6.4,7,2022
Raheim Sanders,Arkansas,SEC,13,222,1443,6.5,10,28,271,9.7,2,250,1714,6.9,12,2022
Zach Evans,Ole Miss,SEC,12,144,936,6.5,9,12,119,9.9,1,156,1055,6.8,10,2022
Eric Gray,Oklahoma,Big 12,12,213,1366,6.4,11,33,229,6.9,0,246,1595,6.5,11,2022
Trey Benson,Florida State,ACC,13,154,990,6.4,9,13,144,11.1,0,167,1134,6.8,9,2022
Miyan Williams,Ohio State,Big Ten,11,128,825,6.4,14,5,27,5.4,0,133,852,6.4,14,2022
Jarquez Hunter,Auburn,SEC,12,104,668,6.4,7,17,224,13.2,2,121,892,7.4,9,2022
Wayne Taulapapa,Washington,Pac-12,13,140,887,6.3,11,24,225,9.4,1,164,1112,6.8,12,2022
Kevorian Barnes,UTSA,CUSA,13,135,845,6.3,6,10,115,11.5,0,145,960,6.6,6,2022
Christopher Brooks,Brigham Young,Ind,11,130,817,6.3,6,10,98,9.8,0,140,915,6.5,6,2022
Antario Brown,Northern Illinois,MAC,10,110,689,6.3,7,1,7,7.0,0,111,696,6.3,7,2022
Anthony Richardson,Florida,SEC,12,103,654,6.3,9,0,0,,0,103,654,6.3,9,2022
Tiyon Evans,Louisville,ACC,8,83,525,6.3,6,6,13,2.2,0,89,538,6.0,6,2022
Kendre Miller,TCU,Big 12,14,224,1399,6.2,17,16,116,7.3,0,240,1515,6.3,17,2022
Bijan Robinson,Texas,Big 12,12,258,1580,6.1,18,19,314,16.5,2,277,1894,6.8,20,2022
Frank Gore Jr.,Southern Mississippi,Sun Belt,13,228,1382,6.1,9,19,219,11.5,0,247,1601,6.5,9,2022
Devin Neal,Kansas,Big 12,13,180,1090,6.1,9,21,183,8.7,1,201,1273,6.3,10,2022
Damien Martinez,Oregon State,Pac-12,13,161,982,6.1,7,4,61,15.3,0,165,1043,6.3,7,2022
Jahmyr Gibbs,Alabama,SEC,12,151,926,6.1,7,44,444,10.1,3,195,1370,7.0,10,2022
Travis Dye,USC,Pac-12,10,145,884,6.1,9,21,202,9.6,0,166,1086,6.5,9,2022
Trevor Etienne,Florida,SEC,13,118,719,6.1,6,9,66,7.3,0,127,785,6.2,6,2022
Israel Abanikanda,Pitt,ACC,11,239,1431,6.0,20,12,146,12.2,1,251,1577,6.3,21,2022
Jaylen Wright,Tennessee,SEC,13,146,875,6.0,10,2,8,4.0,0,148,883,6.0,10,2022
Cameron Montgomery,Rice,CUSA,13,93,561,6.0,0,8,75,9.4,0,101,636,6.3,0,2022
Roschon Johnson,Texas,Big 12,12,93,554,6.0,5,14,128,9.1,1,107,682,6.4,6,2022
CJ Donaldson,West Virginia,Big 12,7,87,526,6.0,8,9,27,3.0,0,96,553,5.8,8,2022
Keshawn King,Virginia Tech,ACC,9,74,443,6.0,3,20,137,6.9,1,94,580,6.2,4,2022
Blake Corum,Michigan,Big Ten,12,247,1463,5.9,18,11,80,7.3,1,258,1543,6.0,19,2022
Audric Estime,Notre Dame,Ind,13,156,920,5.9,11,9,135,15.0,1,165,1055,6.4,12,2022
Camerun Peoples,Appalachian State,Sun Belt,9,101,593,5.9,5,6,43,7.2,0,107,636,5.9,5,2022
Blake Watson,Old Dominion,Sun Belt,11,158,918,5.8,5,37,314,8.5,2,195,1232,6.3,7,2022
Charles McClelland,Cincinnati,American,13,146,849,5.8,7,14,116,8.3,0,160,965,6.0,7,2022
Deneric Prince,Tulsa,American,8,126,729,5.8,5,9,84,9.3,1,135,813,6.0,6,2022
Jase McClellan,Alabama,SEC,13,112,655,5.8,7,14,174,12.4,3,126,829,6.6,10,2022
DJ Giddens,Kansas State,Big 12,14,89,518,5.8,6,8,98,12.3,0,97,616,6.4,6,2022
Charvis Thornton,Louisiana Tech,CUSA,12,80,464,5.8,3,5,25,5.0,0,85,489,5.8,3,2022
Quinshon Judkins,Ole Miss,SEC,13,274,1567,5.7,16,15,132,8.8,1,289,1699,5.9,17,2022
Jermaine Brown Jr.,UAB,CUSA,13,166,948,5.7,8,19,120,6.3,0,185,1068,5.8,8,2022
Percy Agyei-Obese,James Madison,Sun Belt,10,159,908,5.7,8,2,11,5.5,0,161,919,5.7,8,2022
Jawhar Jordan,Louisville,ACC,13,142,815,5.7,4,10,85,8.5,0,152,900,5.9,4,2022
Jacquez Stuart,Toledo,MAC,14,134,770,5.7,4,10,45,4.5,0,144,815,5.7,4,2022
Bo Nix,Oregon,Pac-12,13,89,510,5.7,14,2,36,18.0,1,91,546,6.0,15,2022
Jamious Griffin,Oregon State,Pac-12,12,86,488,5.7,4,4,25,6.3,0,90,513,5.7,4,2022
Will Shipley,Clemson,ACC,14,210,1182,5.6,15,38,242,6.4,0,248,1424,5.7,15,2022
Devon Achane,Texas A&M,SEC,10,196,1102,5.6,8,36,196,5.4,3,232,1298,5.6,11,2022
Jalen White,Georgia Southern,Sun Belt,11,162,914,5.6,10,22,217,9.9,1,184,1131,6.1,11,2022
Noah Whittington,Oregon,Pac-12,13,139,779,5.6,5,22,169,7.7,1,161,948,5.9,6,2022
Riley Leonard,Duke,ACC,13,124,699,5.6,13,0,0,,0,124,699,5.6,13,2022
Emari Demercado,TCU,Big 12,15,121,681,5.6,6,13,65,5.0,1,134,746,5.6,7,2022
Adrian Martinez,Kansas State,Big 12,10,111,627,5.6,10,1,11,11.0,0,112,638,5.7,10,2022
Xazavian Valladay,Arizona State,Pac-12,12,215,1192,5.5,16,37,289,7.8,2,252,1481,5.9,18,2022
Kenny McIntosh,Georgia,SEC,15,150,829,5.5,10,43,505,11.7,2,193,1334,6.9,12,2022
Daijun Edwards,Georgia,SEC,15,140,769,5.5,7,14,101,7.2,0,154,870,5.6,7,2022
Dorian Thompson-Robinson,UCLA,Pac-12,13,118,645,5.5,12,0,0,,0,118,645,5.5,12,2022
Craig Williams,Baylor,Big 12,11,101,557,5.5,4,11,80,7.3,1,112,637,5.7,5,2022
Reese White,Coastal Carolina,Sun Belt,10,99,544,5.5,5,8,42,5.3,2,107,586,5.5,7,2022
Josh Williams,LSU,SEC,11,97,532,5.5,6,21,132,6.3,0,118,664,5.6,6,2022
Diego Pavia,New Mexico State,Ind,12,93,508,5.5,6,0,0,,0,93,508,5.5,6,2022
Dillon Johnson,Mississippi State,SEC,11,89,488,5.5,3,48,285,5.9,0,137,773,5.6,3,2022
Carson Steele,Ball State,MAC,12,289,1556,5.4,14,29,166,5.7,1,318,1722,5.4,15,2022
Braelon Allen,Wisconsin,Big Ten,12,230,1242,5.4,11,13,104,8.0,0,243,1346,5.5,11,2022
Tank Bigsby,Auburn,SEC,12,179,970,5.4,10,30,180,6.0,0,209,1150,5.5,10,2022
Harrison Waylee,Northern Illinois,MAC,11,165,899,5.4,5,17,119,7.0,0,182,1018,5.6,5,2022
John Rhys Plumlee,UCF,American,13,159,862,5.4,11,1,16,16.0,0,160,878,5.5,11,2022
Montrell Johnson,Florida,SEC,13,155,841,5.4,10,12,58,4.8,1,167,899,5.4,11,2022
Gerald Green,Georgia Southern,Sun Belt,11,89,483,5.4,6,3,13,4.3,0,92,496,5.4,6,2022
Jaylan Knighton,Miami (FL),ACC,10,78,423,5.4,1,9,82,9.1,0,87,505,5.8,1,2022
Deuce Vaughn,Kansas State,Big 12,14,293,1558,5.3,9,42,378,9.0,3,335,1936,5.8,12,2022
Jordan Mims,Fresno State,MWC,14,261,1372,5.3,18,21,126,6.0,1,282,1498,5.3,19,2022
Roman Hemby,Maryland,Big Ten,13,188,989,5.3,10,33,298,9.0,1,221,1287,5.8,11,2022
Jaydn Ott,California,Pac-12,12,170,897,5.3,8,46,345,7.5,3,216,1242,5.8,11,2022
Ashton Jeanty,Boise State,MWC,14,156,821,5.3,7,14,155,11.1,0,170,976,5.7,7,2022
Nakia Watson,Washington State,Pac-12,11,144,769,5.3,9,30,296,9.9,4,174,1065,6.1,13,2022
Ikaika Ragsdale,North Texas,CUSA,13,142,755,5.3,7,19,135,7.1,3,161,890,5.5,10,2022
TreVeyon Henderson,Ohio State,Big Ten,8,107,571,5.3,6,4,28,7.0,1,111,599,5.4,7,2022
Zuberi Mobley,Florida Atlantic,CUSA,12,101,534,5.3,3,7,60,8.6,1,108,594,5.5,4,2022
Phil Mafah,Clemson,ACC,14,98,515,5.3,4,9,48,5.3,0,107,563,5.3,4,2022
Jamyest Williams,Georgia State,Sun Belt,8,85,447,5.3,2,4,27,6.8,0,89,474,5.3,2,2022
Mohamed Ibrahim,Minnesota,Big Ten,12,320,1665,5.2,20,7,50,7.1,0,327,1715,5.2,20,2022
George Holani,Boise State,MWC,13,221,1157,5.2,10,24,151,6.3,3,245,1308,5.3,13,2022
Larry McCammon III,Florida Atlantic,CUSA,12,193,1001,5.2,7,15,166,11.1,1,208,1167,5.6,8,2022
Christopher Rodriguez Jr.,Kentucky,SEC,8,175,904,5.2,6,5,41,8.2,0,180,945,5.3,6,2022
Kaytron Allen,Penn State,Big Ten,13,167,867,5.2,10,20,188,9.4,1,187,1055,5.6,11,2022
Kaleb Johnson,Iowa,Big Ten,13,151,779,5.2,6,4,27,6.8,0,155,806,5.2,6,2022
Austin Jones,USC,Pac-12,14,135,705,5.2,5,25,267,10.7,1,160,972,6.1,6,2022
Jo'quavious Marks,Mississippi State,SEC,12,113,582,5.2,9,48,288,6.0,0,161,870,5.4,9,2022
Marshawn Lloyd,South Carolina,SEC,9,111,573,5.2,9,18,176,9.8,2,129,749,5.8,11,2022
La'Damian Webb,South Alabama,Sun Belt,12,210,1067,5.1,13,21,213,10.1,2,231,1280,5.5,15,2022
Sean Tucker,Syracuse,ACC,12,206,1060,5.1,11,36,248,6.9,2,242,1308,5.4,13,2022
CJ Beasley,Coastal Carolina,Sun Belt,13,140,719,5.1,5,19,193,10.2,1,159,912,5.7,6,2022
Asa Martin,Memphis,American,12,85,435,5.1,7,36,312,8.7,1,121,747,6.2,8,2022
Jordan Travis,Florida State,ACC,13,82,417,5.1,7,1,2,2.0,1,83,419,5.0,8,2022
Ahmani Marshall,Appalachian State,Sun Belt,11,76,389,5.1,4,4,38,9.5,0,80,427,5.3,4,2022
Brad Roberts,Air Force,MWC,13,345,1728,5.0,17,1,9,9.0,0,346,1737,5.0,17,2022
Chase Brown,Illinois,Big Ten,12,328,1643,5.0,10,27,240,8.9,3,355,1883,5.3,13,2022
Khalan Laborn,Marshall,Sun Belt,13,302,1513,5.0,16,16,116,7.3,0,318,1629,5.1,16,2022
Titus Swen,Wyoming,MWC,12,207,1039,5.0,8,14,108,7.7,0,221,1147,5.2,8,2022
Devin Mockobee,Purdue,Big Ten,13,195,968,5.0,9,32,274,8.6,0,227,1242,5.5,9,2022
Marquis Crosby,Louisiana Tech,CUSA,12,183,918,5.0,9,9,65,7.2,0,192,983,5.1,9,2022
Logan Diggs,Notre Dame,Ind,12,165,822,5.0,4,10,211,21.1,2,175,1033,5.9,6,2022
Deion Hankins,UTEP,CUSA,12,140,701,5.0,3,4,42,10.5,0,144,743,5.2,3,2022
Haaziq Daniels,Air Force,MWC,13,138,695,5.0,8,0,0,,0,138,695,5.0,8,2022
Chris Smith,Louisiana,Sun Belt,11,126,625,5.0,3,21,155,7.4,1,147,780,5.3,4,2022
Malik Cunningham,Louisville,ACC,10,113,560,5.0,12,1,33,33.0,0,114,593,5.2,12,2022
Dallan Hayden,Ohio State,Big Ten,10,111,553,5.0,5,4,23,5.8,0,115,576,5.0,5,2022
Lexington Joseph,Florida International,CUSA,12,108,536,5.0,5,29,169,5.8,2,137,705,5.1,7,2022
Micah Bernard,Utah,Pac-12,14,106,533,5.0,4,34,314,9.2,1,140,847,6.1,5,2022
Collin Schlee,Kent State,MAC,11,98,489,5.0,4,1,-16,-16.0,0,99,473,4.8,4,2022
Qualan Jones,Baylor,Big 12,13,92,462,5.0,7,23,135,5.9,0,115,597,5.2,7,2022
Jonah Coleman,Arizona,Pac-12,12,75,372,5.0,4,8,24,3.0,0,83,396,4.8,4,2022
Kimani Vidal,Troy,Sun Belt,14,231,1132,4.9,10,26,140,5.4,0,257,1272,4.9,10,2022
Sieh Bangura,Ohio,MAC,12,222,1078,4.9,13,27,226,8.4,2,249,1304,5.2,15,2022
Sean Tyler,Western Michigan,MAC,12,209,1027,4.9,7,12,111,9.3,1,221,1138,5.1,8,2022
Richard Reese,Baylor,Big 12,13,198,972,4.9,14,13,89,6.8,0,211,1061,5.0,14,2022
SaRodorick Thompson,Texas Tech,Big 12,13,139,684,4.9,7,23,119,5.2,1,162,803,5.0,8,2022
DeQuan Finn,Toledo,MAC,12,130,632,4.9,9,0,0,,0,130,632,4.9,9,2022
Marcus Carroll,Georgia State,Sun Belt,12,127,622,4.9,6,5,29,5.8,0,132,651,4.9,6,2022
Oscar Adaway III,North Texas,CUSA,9,118,583,4.9,5,5,29,5.8,1,123,612,5.0,6,2022
Deshaun Fenwick,Oregon State,Pac-12,10,114,553,4.9,7,4,15,3.8,0,118,568,4.8,7,2022
Jevyon Ducker,Memphis,American,13,110,544,4.9,7,12,103,8.6,0,122,647,5.3,7,2022
Cameron Davis,Washington,Pac-12,11,107,522,4.9,13,19,137,7.2,0,126,659,5.2,13,2022
Lawrance Toafili,Florida State,ACC,13,93,457,4.9,5,24,268,11.2,1,117,725,6.2,6,2022
Aidan Robbins,UNLV,MWC,11,209,1009,4.8,9,23,125,5.4,1,232,1134,4.9,10,2022
Jayden Daniels,LSU,SEC,14,186,885,4.8,11,1,5,5.0,1,187,890,4.8,12,2022
Avery Morrow,Colorado State,MWC,12,173,834,4.8,4,18,63,3.5,0,191,897,4.7,4,2022
Kairee Robinson,San Jose State,MWC,12,157,752,4.8,10,26,144,5.5,0,183,896,4.9,10,2022
Tavion Thomas,Utah,Pac-12,10,142,687,4.8,7,6,43,7.2,0,148,730,4.9,7,2022
Jaxson Dart,Ole Miss,SEC,13,128,614,4.8,1,0,0,,0,128,614,4.8,1,2022
Star Thomas,New Mexico State,Ind,13,107,518,4.8,5,12,151,12.6,3,119,669,5.6,8,2022
Brandon Campbell,Houston,American,10,90,435,4.8,4,15,90,6.0,0,105,525,5.0,4,2022
Dontae Smith,Georgia Tech,ACC,12,87,420,4.8,5,19,125,6.6,0,106,545,5.1,5,2022
AJ Green,Arkansas,SEC,13,87,414,4.8,3,6,75,12.5,0,93,489,5.3,3,2022
Daetrich Harrington,Appalachian State,Sun Belt,12,81,389,4.8,4,4,43,10.8,0,85,432,5.1,4,2022
Kaelon Black,James Madison,Sun Belt,9,69,333,4.8,3,17,177,10.4,2,86,510,5.9,5,2022
Marquez Cooper,Kent State,MAC,12,285,1326,4.7,13,8,94,11.8,0,293,1420,4.8,13,2022
Samson Evans,Eastern Michigan,MAC,12,249,1166,4.7,15,15,93,6.2,0,264,1259,4.8,15,2022
Jabari Small,Tennessee,SEC,13,157,734,4.7,13,12,106,8.8,2,169,840,5.0,15,2022
Tahj Brooks,Texas Tech,Big 12,13,147,691,4.7,7,26,164,6.3,1,173,855,4.9,8,2022
DK Billingsley,Troy,Sun Belt,14,142,670,4.7,8,4,20,5.0,0,146,690,4.7,8,2022
Henry Parrish Jr.,Miami (FL),ACC,10,130,616,4.7,4,17,120,7.1,2,147,736,5.0,6,2022
Frank Harris,UTSA,CUSA,14,129,602,4.7,9,2,12,6.0,0,131,614,4.7,9,2022
Jaylen Coleman,Duke,ACC,9,102,480,4.7,4,6,49,8.2,1,108,529,4.9,5,2022
Treyson Potts,Minnesota,Big Ten,12,101,471,4.7,3,3,23,7.7,0,104,494,4.8,3,2022
Deion Smith,Colorado,Pac-12,10,83,393,4.7,2,11,84,7.6,0,94,477,5.1,2,2022
Robby Ashford,Auburn,SEC,12,153,710,4.6,7,0,0,,0,153,710,4.6,7,2022
Jalen Berger,Michigan State,Big Ten,12,148,683,4.6,6,19,128,6.7,0,167,811,4.9,6,2022
Tyhier Tyler,Army,Ind,11,143,663,4.6,12,2,17,8.5,0,145,680,4.7,12,2022
Jordan Waters,Duke,ACC,13,123,566,4.6,8,16,106,6.6,0,139,672,4.8,8,2022
Nate Jones,New Mexico,MWC,11,118,544,4.6,2,4,6,1.5,0,122,550,4.5,2,2022
Cam Wiley,Akron,MAC,10,106,486,4.6,5,22,117,5.3,0,128,603,4.7,5,2022
Tyson Riley,Army,Ind,10,95,441,4.6,2,1,2,2.0,0,96,443,4.6,2,2022
Omarion Hampton,North Carolina,ACC,13,88,401,4.6,6,6,40,6.7,1,94,441,4.7,7,2022
Re'Mahn Davis,Vanderbilt,SEC,12,232,1042,4.5,5,29,169,5.8,3,261,1211,4.6,8,2022
Lincoln Pare,Texas State,Sun Belt,12,172,772,4.5,5,29,229,7.9,1,201,1001,5.0,6,2022
Darren Grainger,Georgia State,Sun Belt,12,164,734,4.5,6,0,0,,0,164,734,4.5,6,2022
Ronald Awatt,UTEP,CUSA,12,163,734,4.5,2,6,76,12.7,0,169,810,4.8,2,2022
Brenden Brady,UTSA,CUSA,12,156,699,4.5,9,18,190,10.6,0,174,889,5.1,9,2022
Tyler Lavine,SMU,American,13,142,642,4.5,10,16,122,7.6,0,158,764,4.8,10,2022
Victor Rosa,Connecticut,Ind,12,140,636,4.5,11,5,15,3.0,0,145,651,4.5,11,2022
Aveon Smith,Miami (OH),MAC,10,123,553,4.5,6,0,0,,0,123,553,4.5,6,2022
Davion Ervin-Poindexter,Western Kentucky,CUSA,14,116,525,4.5,3,15,84,5.6,0,131,609,4.6,3,2022
Hassan Hall,Georgia Tech,ACC,12,116,521,4.5,1,28,165,5.9,0,144,686,4.8,1,2022
Jovantae Barnes,Oklahoma,Big 12,11,116,519,4.5,5,5,26,5.2,0,121,545,4.5,5,2022
Jirehl Brock,Iowa State,Big 12,10,99,445,4.5,3,21,113,5.4,1,120,558,4.7,4,2022
Perris Jones,Virginia,ACC,8,81,365,4.5,2,6,43,7.2,2,87,408,4.7,4,2022
Calvin Tyler Jr.,Utah State,MWC,13,253,1122,4.4,7,15,129,8.6,1,268,1251,4.7,8,2022
Dedrick Parson,Hawaii,MWC,13,187,830,4.4,11,30,171,5.7,1,217,1001,4.6,12,2022
Cody Schrader,Missouri,SEC,13,170,745,4.4,9,19,137,7.2,0,189,882,4.7,9,2022
Cam Fancher,Marshall,Sun Belt,13,107,466,4.4,1,0,0,,0,107,466,4.4,1,2022
Chris Tyree,Notre Dame,Ind,13,100,444,4.4,3,24,138,5.8,2,124,582,4.7,5,2022
Nathaniel Peat,Missouri,SEC,12,100,438,4.4,2,10,66,6.6,1,110,504,4.6,3,2022
Justin Johnson Jr.,West Virginia,Big 12,12,98,430,4.4,3,8,46,5.8,1,106,476,4.5,4,2022
Jaylon Jackson,Eastern Michigan,MAC,13,90,398,4.4,2,13,127,9.8,0,103,525,5.1,2,2022
Josh Henderson,Indiana,Big Ten,12,90,398,4.4,4,24,274,11.4,4,114,672,5.9,8,2022
Anton Hall,Navy,American,10,89,390,4.4,3,1,62,62.0,1,90,452,5.0,4,2022
Calvin Hill,Texas State,Sun Belt,7,76,333,4.4,1,8,46,5.8,0,84,379,4.5,1,2022
Frank Peasant,Middle Tennessee State,CUSA,13,182,777,4.3,9,28,286,10.2,2,210,1063,5.1,11,2022
Edward Saydee,Temple,American,12,149,639,4.3,6,36,262,7.3,0,185,901,4.9,6,2022
Ron Cook Jr.,Buffalo,MAC,10,139,600,4.3,4,16,207,12.9,0,155,807,5.2,4,2022
Jaison Patterson,Bowling Green State,MAC,13,135,583,4.3,1,7,31,4.4,0,142,614,4.3,1,2022
Elijah Green,North Carolina,ACC,14,131,558,4.3,8,17,107,6.3,1,148,665,4.5,9,2022
Clayton Tune,Houston,American,13,128,544,4.3,5,0,0,,0,128,544,4.3,5,2022
Shedro Louis,Liberty,Ind,12,122,529,4.3,8,9,81,9.0,0,131,610,4.7,8,2022
Keyon Mozee,Miami (OH),MAC,11,109,471,4.3,2,2,6,3.0,0,111,477,4.3,2,2022
Samuel Brown V,Rutgers,Big Ten,7,86,374,4.3,3,4,17,4.3,0,90,391,4.3,3,2022
